GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC05_EST_VC15,HC05_MOE_VC15,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC05_EST_VC19,HC05_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC05_EST_VC20,HC05_MOE_VC20,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC05_EST_VC23,HC05_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC05_EST_VC24,HC05_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC05_EST_VC27,HC05_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28,HC05_EST_VC28,HC05_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC04_EST_VC29,HC04_MOE_VC29,HC05_EST_VC29,HC05_MOE_VC29,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC04_EST_VC32,HC04_MOE_VC32,HC05_EST_VC32,HC05_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC04_EST_VC33,HC04_MOE_VC33,HC05_EST_VC33,HC05_MOE_VC33
1400000US17031180100,17031180100,"Census Tract 1801, Cook County, Illinois",1990,139,907,164,151,99,284,124,648,184,2.93,0.32,3.69,0.35,3.54,0.38,3.96,0.66,1.27,0.16,1342,178,907,164,151,99,284,124,(X),(X),3.56,0.27,3.60,0.37,3.06,0.35,3.70,0.47,(X),(X),636,186,428,152,60,64,148,88,(X),(X),20.3,10.8,30.1,16.7,0.0,34.8,0.0,16.9,(X),(X),19.5,12.9,25.9,16.4,0.0,34.8,8.8,15.2,(X),(X),60.2,15.7,43.9,20.5,100.0,34.8,91.2,15.2,(X),(X),1990,139,907,164,151,99,284,124,648,184,38.7,9.1,53.4,12.1,39.7,35.0,79.6,19.7,0.0,4.2,32.3,7.3,36.7,10.6,35.8,31.3,28.5,24.4,27.0,12.7,26.0,7.9,(X),(X),(X),(X),(X),(X),79.8,11.2,8.1,4.4,(X),(X),(X),(X),(X),(X),25.0,12.5,1.0,1.6,(X),(X),(X),(X),(X),(X),(X),(X),10.1,5.8,(X),(X),(X),(X),(X),(X),(X),(X),61.7,6.7,63.1,9.4,51.0,31.2,84.5,18.2,52.2,15.1,38.3,6.7,36.9,9.4,49.0,31.2,15.5,18.2,47.8,15.1,0.0,1.4,0.0,3.0,0.0,16.6,0.0,9.2,0.0,4.2,70.8,8.2,72.9,10.2,58.9,33.0,93.3,9.6,60.8,14.8,29.2,8.2,27.1,10.2,41.1,33.0,6.7,9.6,39.2,14.8
1400000US17031190100,17031190100,"Census Tract 1901, Cook County, Illinois",802,41,256,68,98,46,198,62,250,62,3.39,0.39,4.54,0.57,4.32,1.75,4.14,0.53,1.26,0.22,552,68,256,68,98,46,198,62,(X),(X),4.03,0.36,4.45,0.56,3.03,0.64,3.97,0.54,(X),(X),355,56,163,49,63,37,129,46,(X),(X),21.1,13.8,9.8,14.4,46.0,44.3,23.3,21.2,(X),(X),17.5,10.0,18.4,16.2,31.7,41.1,9.3,10.2,(X),(X),61.4,14.6,71.8,21.3,22.2,27.5,67.4,23.5,(X),(X),802,41,256,68,98,46,198,62,250,62,48.3,6.8,65.6,10.8,73.5,27.6,74.2,14.1,0.0,10.4,46.4,7.5,46.5,15.0,16.3,17.2,24.2,14.4,75.6,15.6,28.1,7.7,(X),(X),(X),(X),(X),(X),90.0,7.5,11.3,3.9,(X),(X),(X),(X),(X),(X),36.4,12.1,0.0,3.4,(X),(X),(X),(X),(X),(X),(X),(X),8.9,4.5,(X),(X),(X),(X),(X),(X),(X),(X),28.7,7.4,40.6,16.2,23.5,21.5,34.8,18.3,13.6,11.2,71.3,7.4,59.4,16.2,76.5,21.5,65.2,18.3,86.4,11.2,0.0,3.4,0.0,10.2,0.0,24.1,0.0,12.9,0.0,10.4,28.8,7.6,58.6,15.5,23.5,21.5,19.7,13.0,7.6,7.5,71.2,7.6,41.4,15.5,76.5,21.5,80.3,13.0,92.4,7.5
1400000US17031190200,17031190200,"Census Tract 1902, Cook County, Illinois",1560,83,797,130,211,90,289,91,263,90,3.65,0.28,4.13,0.43,3.63,0.55,4.42,0.80,1.37,0.20,1297,97,797,130,211,90,289,91,(X),(X),3.90,0.26,4.04,0.41,3.23,0.41,4.02,0.59,(X),(X),715,95,418,95,113,76,184,79,(X),(X),13.4,8.5,21.3,13.5,0.0,21.4,3.8,6.9,(X),(X),21.8,10.1,18.2,12.0,40.7,34.3,18.5,17.5,(X),(X),64.8,10.5,60.5,13.7,59.3,34.3,77.7,18.4,(X),(X),1560,83,797,130,211,90,289,91,263,90,51.5,6.7,58.8,9.3,53.6,20.7,76.8,14.6,0.0,9.9,34.9,6.1,34.1,9.4,14.2,12.3,42.2,16.2,45.6,17.8,11.3,4.8,(X),(X),(X),(X),(X),(X),67.3,16.8,4.2,3.1,(X),(X),(X),(X),(X),(X),25.1,16.7,0.6,0.9,(X),(X),(X),(X),(X),(X),(X),(X),9.5,4.9,(X),(X),(X),(X),(X),(X),(X),(X),46.2,7.0,58.2,8.8,25.6,17.6,32.9,15.0,41.1,20.2,52.6,7.0,39.4,9.1,74.4,17.6,67.1,15.0,58.9,20.2,1.2,1.8,2.4,3.6,0.0,12.2,0.0,9.1,0.0,9.9,58.4,7.3,72.6,9.2,38.9,19.5,40.8,16.6,50.2,19.0,41.6,7.3,27.4,9.2,61.1,19.5,59.2,16.6,49.8,19.0
1400000US17031190300,17031190300,"Census Tract 1903, Cook County, Illinois",1732,97,710,115,146,67,254,93,622,103,3.14,0.24,4.32,0.44,4.01,0.55,4.04,0.63,1.23,0.10,1110,123,710,115,146,67,254,93,(X),(X),4.12,0.33,4.31,0.44,3.68,0.62,3.86,0.65,(X),(X),423,78,274,73,50,44,99,52,(X),(X),14.7,10.9,16.8,13.9,32.0,47.6,0.0,23.9,(X),(X),14.9,10.9,17.2,15.8,18.0,31.6,7.1,10.6,(X),(X),70.4,13.0,66.1,17.5,50.0,48.1,92.9,10.6,(X),(X),1732,97,710,115,146,67,254,93,622,103,31.4,5.2,43.7,8.9,63.7,24.1,47.6,19.1,3.1,3.6,35.9,5.9,43.5,9.2,33.6,20.4,31.9,17.2,29.4,9.6,29.7,5.2,(X),(X),(X),(X),(X),(X),82.6,7.1,8.9,4.0,(X),(X),(X),(X),(X),(X),24.8,9.7,0.0,1.6,(X),(X),(X),(X),(X),(X),(X),(X),5.5,3.1,(X),(X),(X),(X),(X),(X),(X),(X),45.3,5.2,64.4,9.5,63.7,23.9,35.8,18.0,23.2,8.8,54.7,5.2,35.6,9.5,36.3,23.9,64.2,18.0,76.8,8.8,0.0,1.6,0.0,3.8,0.0,17.1,0.0,10.3,0.0,4.3,52.1,5.7,73.5,9.3,58.2,24.1,50.4,17.9,27.0,9.7,47.9,5.7,26.5,9.3,41.8,24.1,49.6,17.9,73.0,9.7
1400000US17031190401,17031190401,"Census Tract 1904.01, Cook County, Illinois",1203,62,600,106,114,68,234,81,255,79,3.48,0.37,3.70,0.37,3.99,1.06,5.32,1.06,1.02,0.04,948,84,600,106,114,68,234,81,(X),(X),3.97,0.34,3.66,0.36,3.53,0.64,4.99,0.91,(X),(X),469,81,266,91,0,11,203,79,(X),(X),28.6,14.3,38.7,19.2,-,**,15.3,15.6,(X),(X),27.3,12.3,22.2,16.7,-,**,34.0,19.1,(X),(X),44.1,13.3,39.1,18.7,-,**,50.7,22.0,(X),(X),1203,62,600,106,114,68,234,81,255,79,49.0,8.2,57.3,12.9,30.7,31.1,89.7,9.4,0.0,10.2,35.2,8.6,38.0,13.0,50.0,37.6,15.0,14.9,40.4,17.0,20.7,6.3,(X),(X),(X),(X),(X),(X),97.6,3.6,5.7,3.6,(X),(X),(X),(X),(X),(X),27.1,17.3,2.1,3.4,(X),(X),(X),(X),(X),(X),(X),(X),6.6,4.9,(X),(X),(X),(X),(X),(X),(X),(X),61.8,8.7,70.7,11.8,83.3,26.5,54.3,21.1,38.4,16.4,37.0,8.8,29.3,11.8,16.7,26.5,45.7,21.1,56.1,17.7,1.2,1.7,0.0,4.5,0.0,21.2,0.0,11.1,5.5,8.1,58.9,8.3,71.2,11.8,61.4,36.3,44.0,21.4,42.7,18.0,41.1,8.3,28.8,11.8,38.6,36.3,56.0,21.4,57.3,18.0
1400000US17031190402,17031190402,"Census Tract 1904.02, Cook County, Illinois",1459,118,532,115,161,92,279,98,487,121,3.18,0.33,4.18,0.55,3.88,0.66,4.22,0.76,1.25,0.26,972,136,532,115,161,92,279,98,(X),(X),3.95,0.36,4.07,0.51,3.52,0.68,3.95,0.66,(X),(X),432,110,244,88,51,48,137,71,(X),(X),16.7,12.5,17.2,17.2,0.0,38.2,21.9,24.0,(X),(X),30.6,14.9,20.5,17.1,39.2,48.9,45.3,30.6,(X),(X),52.8,13.1,62.3,18.0,60.8,48.9,32.8,26.8,(X),(X),1459,118,532,115,161,92,279,98,487,121,36.2,7.4,55.1,12.6,53.4,32.2,53.4,17.5,0.0,5.5,40.4,7.1,34.0,11.6,41.6,34.3,54.8,17.6,38.8,12.5,29.7,7.0,(X),(X),(X),(X),(X),(X),89.1,8.6,8.4,4.0,(X),(X),(X),(X),(X),(X),25.3,10.5,0.0,1.9,(X),(X),(X),(X),(X),(X),(X),(X),5.7,3.8,(X),(X),(X),(X),(X),(X),(X),(X),42.7,8.4,46.2,12.1,48.4,32.8,54.8,16.6,30.0,13.3,57.3,8.4,53.8,12.1,51.6,32.8,45.2,16.6,70.0,13.3,0.0,1.9,0.0,5.0,0.0,15.6,0.0,9.4,0.0,5.5,60.8,7.6,72.7,11.3,62.7,28.9,71.0,17.5,41.3,13.8,39.2,7.6,27.3,11.3,37.3,28.9,29.0,17.5,58.7,13.8
1400000US17031190601,17031190601,"Census Tract 1906.01, Cook County, Illinois",1196,77,441,142,236,126,269,109,250,110,3.99,0.40,4.68,0.52,4.74,0.61,4.81,0.55,1.22,0.23,946,124,441,142,236,126,269,109,(X),(X),4.46,0.39,4.51,0.60,3.97,0.58,4.81,0.55,(X),(X),570,148,312,132,102,68,156,89,(X),(X),15.6,9.5,9.3,11.3,58.8,38.6,0.0,16.1,(X),(X),43.3,16.5,50.0,22.1,8.8,14.6,52.6,39.8,(X),(X),41.1,17.9,40.7,22.4,32.4,40.0,47.4,39.8,(X),(X),1196,77,441,142,236,126,269,109,250,110,54.4,12.3,75.5,13.5,43.2,27.6,80.3,17.1,0.0,10.4,28.0,10.7,19.7,11.8,33.5,27.3,18.6,14.4,47.6,23.3,17.8,8.8,(X),(X),(X),(X),(X),(X),85.2,16.6,4.8,4.2,(X),(X),(X),(X),(X),(X),23.2,16.1,2.1,3.3,(X),(X),(X),(X),(X),(X),(X),(X),7.6,5.9,(X),(X),(X),(X),(X),(X),(X),(X),32.8,9.6,32.9,14.8,37.7,27.0,32.3,25.3,28.4,17.0,65.6,9.7,67.1,14.8,62.3,27.0,67.7,25.3,63.6,19.2,1.7,2.7,0.0,6.0,0.0,11.0,0.0,9.7,8.0,12.6,42.4,12.2,55.3,19.3,37.7,27.0,24.2,22.6,43.6,20.2,57.6,12.2,44.7,19.3,62.3,27.0,75.8,22.6,56.4,20.2
1400000US17031190602,17031190602,"Census Tract 1906.02, Cook County, Illinois",1334,96,589,131,245,104,278,109,222,86,3.75,0.36,3.92,0.47,4.49,0.83,4.48,1.29,1.59,0.45,1112,128,589,131,245,104,278,109,(X),(X),3.95,0.35,3.88,0.45,3.92,0.73,4.13,0.89,(X),(X),451,115,249,91,64,52,138,89,(X),(X),22.4,13.1,11.6,14.9,51.6,45.2,28.3,28.8,(X),(X),21.5,14.7,23.3,20.6,34.4,46.3,12.3,21.0,(X),(X),56.1,16.7,65.1,23.7,14.1,27.7,59.4,27.9,(X),(X),1334,96,589,131,245,104,278,109,222,86,42.6,8.5,50.3,12.9,35.9,22.0,63.7,22.5,3.2,5.8,30.7,7.8,37.0,12.6,18.4,17.0,18.3,14.3,42.8,16.6,11.8,4.8,(X),(X),(X),(X),(X),(X),70.7,16.3,6.5,3.3,(X),(X),(X),(X),(X),(X),39.2,16.5,0.0,2.0,(X),(X),(X),(X),(X),(X),(X),(X),10.3,5.5,(X),(X),(X),(X),(X),(X),(X),(X),47.4,7.8,59.3,13.3,33.5,22.3,41.0,21.4,39.2,18.1,50.4,8.3,40.7,13.3,66.5,22.3,48.2,23.5,60.8,18.1,2.2,3.5,0.0,4.6,0.0,10.6,10.8,15.8,0.0,11.6,59.3,9.3,68.4,14.5,37.6,26.3,53.6,23.7,66.2,19.6,40.7,9.3,31.6,14.5,62.4,26.3,46.4,23.7,33.8,19.6
1400000US17031190701,17031190701,"Census Tract 1907.01, Cook County, Illinois",843,40,357,78,95,54,210,63,181,70,3.64,0.36,4.49,0.55,4.24,0.84,4.11,0.47,1.13,0.17,662,75,357,78,95,54,210,63,(X),(X),4.15,0.32,4.46,0.54,3.52,0.86,3.90,0.45,(X),(X),368,83,225,71,66,47,77,42,(X),(X),8.7,7.2,3.1,5.4,18.2,24.0,16.9,23.0,(X),(X),32.1,16.1,35.6,21.6,15.2,27.8,36.4,28.4,(X),(X),59.2,16.9,61.3,21.5,66.7,38.0,46.8,31.3,(X),(X),843,40,357,78,95,54,210,63,181,70,55.5,9.1,70.9,12.1,69.5,23.6,71.0,18.6,0.0,14.1,27.5,9.4,11.2,8.0,14.7,17.2,42.9,20.8,48.6,25.4,19.6,8.2,(X),(X),(X),(X),(X),(X),91.2,11.5,8.5,6.2,(X),(X),(X),(X),(X),(X),39.8,25.4,0.0,3.2,(X),(X),(X),(X),(X),(X),(X),(X),7.2,5.4,(X),(X),(X),(X),(X),(X),(X),(X),23.5,8.4,21.3,11.6,22.1,20.2,15.2,11.0,38.1,26.0,75.8,8.3,78.7,11.6,77.9,20.2,84.8,11.0,58.6,26.8,0.7,1.4,0.0,7.4,0.0,24.7,0.0,12.3,3.3,6.4,43.4,11.0,54.1,16.6,27.4,22.3,45.2,19.2,28.7,23.3,56.6,11.0,45.9,16.6,72.6,22.3,54.8,19.2,71.3,23.3
1400000US17031190702,17031190702,"Census Tract 1907.02, Cook County, Illinois",1357,87,686,148,230,110,300,113,141,77,3.75,0.35,3.87,0.53,4.38,0.57,3.72,0.51,2.23,1.21,1216,113,686,148,230,110,300,113,(X),(X),3.62,0.31,3.70,0.49,3.64,0.57,3.40,0.47,(X),(X),687,135,275,110,187,105,225,110,(X),(X),17.3,9.5,8.7,12.0,22.5,25.4,23.6,18.3,(X),(X),25.6,11.7,16.7,15.2,38.5,30.7,25.8,22.2,(X),(X),57.1,12.4,74.5,17.5,39.0,29.8,50.7,24.8,(X),(X),1357,87,686,148,230,110,300,113,141,77,53.9,9.0,45.2,13.4,81.3,18.9,78.0,17.2,0.0,17.6,20.3,7.8,28.4,12.3,5.2,9.7,5.0,6.2,37.6,30.7,5.3,4.8,(X),(X),(X),(X),(X),(X),51.1,36.7,3.2,3.8,(X),(X),(X),(X),(X),(X),30.5,31.0,0.0,2.0,(X),(X),(X),(X),(X),(X),(X),(X),21.1,8.8,(X),(X),(X),(X),(X),(X),(X),(X),10.0,4.7,15.5,9.7,0.0,11.3,10.0,13.0,0.0,17.6,90.0,4.7,84.5,9.7,100.0,11.3,90.0,13.0,100.0,17.6,0.0,2.0,0.0,3.9,0.0,11.3,0.0,8.8,0.0,17.6,36.8,8.1,53.1,11.9,24.8,26.0,21.0,18.3,11.3,16.8,63.2,8.1,46.9,11.9,75.2,26.0,79.0,18.3,88.7,16.8
1400000US17031190800,17031190800,"Census Tract 1908, Cook County, Illinois",1941,121,827,132,202,95,442,133,470,140,3.54,0.32,4.93,0.56,3.49,0.68,3.54,0.40,1.12,0.13,1471,162,827,132,202,95,442,133,(X),(X),4.19,0.34,4.93,0.56,3.12,0.58,3.30,0.39,(X),(X),887,142,539,123,81,59,267,108,(X),(X),13.1,6.9,7.4,7.7,61.7,37.3,9.7,10.5,(X),(X),29.7,10.6,30.8,14.6,38.3,37.3,24.7,20.7,(X),(X),57.3,11.8,61.8,14.2,0.0,28.1,65.5,22.1,(X),(X),1941,121,827,132,202,95,442,133,470,140,49.4,6.6,69.6,9.5,50.0,24.4,63.8,15.6,0.0,5.7,35.7,5.9,24.3,8.3,30.2,22.4,35.7,15.4,57.9,15.6,21.4,6.7,(X),(X),(X),(X),(X),(X),88.5,12.6,9.7,4.3,(X),(X),(X),(X),(X),(X),40.0,14.9,0.0,1.4,(X),(X),(X),(X),(X),(X),(X),(X),6.7,4.1,(X),(X),(X),(X),(X),(X),(X),(X),34.5,5.2,51.0,10.5,24.8,19.6,29.2,13.7,14.5,9.6,65.5,5.2,49.0,10.5,75.2,19.6,70.8,13.7,85.5,9.6,0.0,1.4,0.0,3.3,0.0,12.7,0.0,6.0,0.0,5.7,43.2,6.5,67.1,10.7,35.1,23.2,17.9,9.9,28.5,12.2,56.8,6.5,32.9,10.7,64.9,23.2,82.1,9.9,71.5,12.2
1400000US17031190900,17031190900,"Census Tract 1909, Cook County, Illinois",590,75,232,75,55,48,100,55,203,75,3.16,0.52,4.76,0.59,3.78,0.96,3.40,1.01,1.04,0.06,387,80,232,75,55,48,100,55,(X),(X),4.06,0.51,4.68,0.60,3.71,0.92,2.82,0.82,(X),(X),216,71,149,62,0,11,67,52,(X),(X),15.3,14.4,11.4,14.7,-,**,23.9,36.2,(X),(X),25.9,20.0,30.2,25.6,-,**,16.4,24.0,(X),(X),58.8,21.0,58.4,26.5,-,**,59.7,37.1,(X),(X),590,75,232,75,55,48,100,55,203,75,37.3,11.8,64.2,17.0,7.3,14.4,67.0,27.9,0.0,12.6,41.0,11.7,12.9,9.0,92.7,14.4,6.0,9.1,76.4,18.4,33.4,11.8,(X),(X),(X),(X),(X),(X),97.0,4.4,23.4,11.3,(X),(X),(X),(X),(X),(X),68.0,23.9,0.0,4.6,(X),(X),(X),(X),(X),(X),(X),(X),4.6,5.2,(X),(X),(X),(X),(X),(X),(X),(X),60.5,11.0,79.7,14.2,72.7,32.3,61.0,29.5,35.0,22.5,39.5,11.0,20.3,14.2,27.3,32.3,39.0,29.5,65.0,22.5,0.0,4.6,0.0,11.2,0.0,36.7,0.0,23.7,0.0,12.6,64.9,10.9,78.0,15.9,72.7,32.3,80.0,24.3,40.4,21.8,35.1,10.9,22.0,15.9,27.3,32.3,20.0,24.3,59.6,21.8
1400000US17031191000,17031191000,"Census Tract 1910, Cook County, Illinois",687,45,417,61,68,43,131,55,71,38,4.22,0.42,4.82,0.49,4.47,0.97,3.88,0.76,1.11,0.17,616,59,417,61,68,43,131,55,(X),(X),4.37,0.37,4.76,0.50,3.71,0.84,3.50,0.69,(X),(X),340,59,230,65,41,36,69,37,(X),(X),20.9,10.5,12.6,9.0,68.3,38.6,20.3,21.3,(X),(X),18.5,9.6,19.1,10.3,0.0,42.6,27.5,27.7,(X),(X),60.6,11.5,68.3,13.3,31.7,38.6,52.2,28.6,(X),(X),687,45,417,61,68,43,131,55,71,38,59.1,8.9,67.6,12.0,60.3,31.2,63.4,23.0,0.0,31.0,38.1,7.9,37.6,11.1,52.9,29.8,25.2,21.0,50.7,25.8,9.2,5.2,(X),(X),(X),(X),(X),(X),88.7,17.9,3.3,3.0,(X),(X),(X),(X),(X),(X),32.4,24.0,0.0,3.9,(X),(X),(X),(X),(X),(X),(X),(X),12.7,6.8,(X),(X),(X),(X),(X),(X),(X),(X),56.9,10.1,61.4,11.5,82.4,20.6,46.6,20.8,25.4,24.2,43.1,10.1,38.6,11.5,17.6,20.6,53.4,20.8,74.6,24.2,0.0,3.9,0.0,6.4,0.0,32.0,0.0,18.8,0.0,31.0,63.9,8.6,68.6,11.5,72.1,26.3,51.9,21.9,50.7,31.9,36.1,8.6,31.4,11.5,27.9,26.3,48.1,21.9,49.3,31.9
1400000US17031191100,17031191100,"Census Tract 1911, Cook County, Illinois",1946,140,946,148,215,86,483,159,302,100,4.08,0.29,4.84,0.37,3.87,1.02,4.38,0.57,1.37,0.28,1644,147,946,148,215,86,483,159,(X),(X),4.40,0.30,4.78,0.36,3.65,1.01,4.00,0.60,(X),(X),973,180,603,142,85,62,285,121,(X),(X),17.3,8.8,5.6,7.0,31.8,39.4,37.5,22.7,(X),(X),14.1,7.3,17.6,10.8,17.6,30.5,5.6,8.9,(X),(X),68.7,9.8,76.8,12.3,50.6,42.7,56.8,23.3,(X),(X),1946,140,946,148,215,86,483,159,302,100,61.7,7.2,70.9,9.3,74.9,19.3,76.2,15.0,0.0,8.7,22.7,5.5,29.3,9.3,18.1,16.9,7.5,5.9,29.5,16.7,11.7,3.6,(X),(X),(X),(X),(X),(X),75.5,15.5,3.9,2.4,(X),(X),(X),(X),(X),(X),25.2,14.7,0.5,0.8,(X),(X),(X),(X),(X),(X),(X),(X),11.7,5.6,(X),(X),(X),(X),(X),(X),(X),(X),30.3,5.5,40.4,10.1,25.6,20.3,23.8,12.0,12.6,9.0,69.2,5.6,58.6,10.3,74.4,20.3,76.2,12.0,87.4,9.0,0.5,0.8,1.1,1.6,0.0,12.0,0.0,5.5,0.0,8.7,43.7,7.0,60.6,10.5,36.7,22.0,19.0,10.8,35.1,17.6,56.3,7.0,39.4,10.5,63.3,22.0,81.0,10.8,64.9,17.6
1400000US17031191200,17031191200,"Census Tract 1912, Cook County, Illinois",987,60,537,98,85,48,192,74,173,64,4.02,0.46,4.66,0.51,5.21,2.59,4.40,0.83,1.03,0.06,814,86,537,98,85,48,192,74,(X),(X),4.51,0.43,4.64,0.50,4.65,2.45,4.08,0.82,(X),(X),519,94,330,88,51,41,138,58,(X),(X),12.3,7.6,12.7,8.6,0.0,38.2,15.9,18.2,(X),(X),48.7,13.2,52.4,17.8,47.1,43.1,40.6,25.5,(X),(X),38.9,12.0,34.8,15.7,52.9,43.1,43.5,21.3,(X),(X),987,60,537,98,85,48,192,74,173,64,57.4,8.5,67.0,10.7,60.0,27.8,81.3,16.4,0.0,14.7,19.3,6.0,18.4,9.0,28.2,28.6,13.5,15.4,23.7,16.5,17.1,6.5,(X),(X),(X),(X),(X),(X),97.7,3.9,2.6,2.5,(X),(X),(X),(X),(X),(X),15.0,13.9,1.3,2.1,(X),(X),(X),(X),(X),(X),(X),(X),7.4,4.7,(X),(X),(X),(X),(X),(X),(X),(X),17.8,6.4,18.2,7.8,11.8,21.8,13.5,15.4,24.3,19.9,82.2,6.4,81.8,7.8,88.2,21.8,86.5,15.4,75.7,19.9,0.0,2.7,0.0,5.0,0.0,27.1,0.0,13.3,0.0,14.7,34.2,7.3,39.9,10.0,0.0,27.1,20.3,15.2,49.1,22.4,65.8,7.3,60.1,10.0,100.0,27.1,79.7,15.2,50.9,22.4
1400000US17031191301,17031191301,"Census Tract 1913.01, Cook County, Illinois",1452,108,655,164,203,103,294,137,300,113,4.09,0.51,4.84,0.64,4.77,1.51,4.78,1.04,1.31,0.21,1152,161,655,164,203,103,294,137,(X),(X),4.62,0.48,4.84,0.64,4.26,1.29,4.39,1.02,(X),(X),647,196,342,133,149,85,156,100,(X),(X),11.4,9.5,3.2,5.3,42.3,32.3,0.0,16.1,(X),(X),32.3,18.1,48.8,25.7,0.0,16.8,26.9,29.6,(X),(X),56.3,16.6,48.0,25.9,57.7,32.3,73.1,29.6,(X),(X),1452,108,655,164,203,103,294,137,300,113,51.8,11.5,62.0,15.7,76.4,24.4,65.0,21.1,0.0,8.8,28.2,7.9,18.2,10.9,47.8,26.8,18.0,16.1,47.0,18.0,15.2,6.9,(X),(X),(X),(X),(X),(X),73.7,17.7,5.4,3.3,(X),(X),(X),(X),(X),(X),26.3,15.0,0.0,1.9,(X),(X),(X),(X),(X),(X),(X),(X),10.7,5.8,(X),(X),(X),(X),(X),(X),(X),(X),41.7,8.0,45.2,15.9,68.5,28.7,26.9,15.6,30.3,16.8,58.3,8.0,54.8,15.9,31.5,28.7,73.1,15.6,69.7,16.8,0.0,1.9,0.0,4.1,0.0,12.6,0.0,8.9,0.0,8.8,44.6,10.2,56.8,16.1,39.9,25.6,33.7,20.3,31.7,17.7,55.4,10.2,43.2,16.1,60.1,25.6,66.3,20.3,68.3,17.7
